Ensembl	Gene	"Gene description"	"Biological process"	"Molecular function"	Evidence
ENSG00000215183	MSMP	"Microseminoprotein, prostate associated"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000173531	MST1	"Macrophage stimulating 1"			"Evidence at transcript level"
ENSG00000138379	MSTN	Myostatin		"Cytokine, Growth factor, Heparin-binding"	"Evidence at protein level"
ENSG00000256618	MTRNR2L1	"MT-RNR2-like 1"			"Evidence at transcript level"
ENSG00000256045	MTRNR2L10	"MT-RNR2-like 10"			"Evidence at transcript level"
ENSG00000270188	MTRNR2L11	"MT-RNR2-like 11"			"Evidence at transcript level"
ENSG00000269028	MTRNR2L12	"MT-RNR2-like 12"			"Evidence at transcript level"
ENSG00000270394	MTRNR2L13	"MT-RNR2-like 13"			"Evidence at transcript level"
ENSG00000256222	MTRNR2L3	"MT-RNR2-like 3"			"Evidence at transcript level"
ENSG00000232196	MTRNR2L4	"MT-RNR2-like 4"			"Evidence at transcript level"
ENSG00000249860	MTRNR2L5	"MT-RNR2-like 5"			"Evidence at transcript level"
ENSG00000270672	MTRNR2L6	"MT-RNR2-like 6"			"Evidence at transcript level"
ENSG00000256892	MTRNR2L7	"MT-RNR2-like 7"			"Evidence at transcript level"
ENSG00000255823	MTRNR2L8	"MT-RNR2-like 8"			"Evidence at transcript level"
ENSG00000185499	MUC1	"Mucin 1, cell surface associated"			"Evidence at protein level"
ENSG00000173702	MUC13	"Mucin 13, cell surface associated"			"Evidence at protein level"
ENSG00000181143	MUC16	"Mucin 16, cell surface associated"			"Evidence at protein level"
ENSG00000176945	MUC20	"Mucin 20, cell surface associated"			"Evidence at protein level"
ENSG00000145113	MUC4	"Mucin 4, cell surface associated"	"Cell adhesion"		"Evidence at protein level"
ENSG00000215182	MUC5AC	"Mucin 5AC, oligomeric mucus/gel-forming"			"Evidence at protein level"
ENSG00000117983	MUC5B	"Mucin 5B, oligomeric mucus/gel-forming"			"Evidence at protein level"
ENSG00000184956	MUC6	"Mucin 6, oligomeric mucus/gel-forming"			"Evidence at protein level"
ENSG00000171195	MUC7	"Mucin 7, secreted"			"Evidence at protein level"
ENSG00000172551	MUCL1	"Mucin like 1"			"Evidence at protein level"
ENSG00000101825	MXRA5	"Matrix remodeling associated 5"			"Evidence at protein level"
ENSG00000182534	MXRA7	"Matrix remodeling associated 7"			"Evidence at protein level"
ENSG00000074842	MYDGF	"Myeloid derived growth factor"	"Angiogenesis, Apoptosis"		"Evidence at protein level"
ENSG00000034971	MYOC	Myocilin			"Evidence at protein level"
ENSG00000170476	MZB1	"Marginal zone B and B1 cell specific protein"	Apoptosis		"Evidence at protein level"
ENSG00000105835	NAMPT	"Nicotinamide phosphoribosyltransferase"	"Biological rhythms, Pyridine nucleotide biosynthesis"	"Cytokine, Glycosyltransferase, Transferase"	"Evidence at protein level"
ENSG00000131400	NAPSA	"Napsin A aspartic peptidase"		"Aspartyl protease, Hydrolase, Protease"	"Evidence at protein level"
ENSG00000163382	NAXE	"NAD(P)HX epimerase"	"Lipid transport, Transport"	Isomerase	"Evidence at protein level"
ENSG00000158747	NBL1	"Neuroblastoma 1, DAN family BMP antagonist"			"Evidence at protein level"
ENSG00000130287	NCAN	Neurocan	"Cell adhesion"		"Evidence at protein level"
ENSG00000173376	NDNF	"Neuron derived neurotrophic factor"	Neurogenesis		"Evidence at protein level"
ENSG00000124479	NDP	"NDP, norrin cystine knot growth factor"	"Sensory transduction, Vision, Wnt signaling pathway"		"Evidence at protein level"
ENSG00000110400	NECTIN1	"Nectin cell adhesion molecule 1"	"Cell adhesion, Host-virus interaction"	"Host cell receptor for virus entry, Receptor"	"Evidence at protein level"
ENSG00000143217	NECTIN4	"Nectin cell adhesion molecule 4"	"Cell adhesion, Host-virus interaction"	"Host cell receptor for virus entry, Receptor"	"Evidence at protein level"
ENSG00000165973	NELL1	"Neural EGFL like 1"	Differentiation		"Evidence at protein level"
ENSG00000184613	NELL2	"Neural EGFL like 2"			"Evidence at protein level"
ENSG00000117691	NENF	"Neudesin neurotrophic factor"			"Evidence at protein level"
ENSG00000134259	NGF	"Nerve growth factor"		"Growth factor, Metalloenzyme inhibitor, Metalloprotease inhibitor, Protease inhibitor"	"Evidence at protein level"
ENSG00000188811	NHLRC3	"NHL repeat containing 3"			"Evidence at protein level"
ENSG00000116962	NID1	"Nidogen 1"	"Cell adhesion"		"Evidence at protein level"
ENSG00000087303	NID2	"Nidogen 2"	"Cell adhesion"		"Evidence at protein level"
ENSG00000197696	NMB	"Neuromedin B"			"Evidence at protein level"
ENSG00000204640	NMS	"Neuromedin S"		Neuropeptide	"Evidence at transcript level"
ENSG00000109255	NMU	"Neuromedin U"		Neuropeptide	"Evidence at protein level"
ENSG00000156574	NODAL	"Nodal growth differentiation factor"		"Cytokine, Developmental protein, Growth factor"	"Evidence at protein level"
ENSG00000183691	NOG	Noggin	"Chondrogenesis, Differentiation"	"Developmental protein"	"Evidence at protein level"
ENSG00000264343	NOTCH2NL	"Notch 2 N-terminal like"	"Differentiation, Notch signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000185269	NOTUM	"Notum, palmitoleoyl-protein carboxylesterase"	"Wnt signaling pathway"	"Hydrolase, Serine esterase"	"Evidence at protein level"
ENSG00000136999	NOV	"Nephroblastoma overexpressed"		"Growth factor"	"Evidence at protein level"
ENSG00000183979	NPB	"Neuropeptide B"		Neuropeptide	"Evidence at protein level"
ENSG00000119655	NPC2	"NPC intracellular cholesterol transporter 2"	"Cholesterol metabolism, Lipid metabolism, Lipid transport, Steroid metabolism, Sterol metabolism, Transport"		"Evidence at protein level"
ENSG00000139574	NPFF	"Neuropeptide FF-amide peptide precursor"		Neuropeptide	"Evidence at transcript level"
ENSG00000168743	NPNT	Nephronectin	"Cell adhesion, Differentiation"	"Developmental protein"	"Evidence at protein level"
ENSG00000175206	NPPA	"Natriuretic peptide A"		"Hormone, Vasoactive, Vasodilator"	"Evidence at protein level"
ENSG00000120937	NPPB	"Natriuretic peptide B"		"Hormone, Vasoactive"	"Evidence at protein level"
ENSG00000163273	NPPC	"Natriuretic peptide C"	Osteogenesis	"Hormone, Vasoactive"	"Evidence at protein level"
ENSG00000214285	NPS	"Neuropeptide S"		Neuropeptide	"Evidence at transcript level"
ENSG00000171246	NPTX1	"Neuronal pentraxin 1"			"Evidence at protein level"
ENSG00000106236	NPTX2	"Neuronal pentraxin 2"			"Evidence at protein level"
ENSG00000105954	NPVF	"Neuropeptide VF precursor"		Neuropeptide	"Evidence at protein level"
ENSG00000183971	NPW	"Neuropeptide W"		Neuropeptide	"Evidence at protein level"
ENSG00000122585	NPY	"Neuropeptide Y"		Neuropeptide	"Evidence at protein level"
ENSG00000157168	NRG1	"Neuregulin 1"		"Growth factor"	"Evidence at protein level"
ENSG00000158458	NRG2	"Neuregulin 2"		"Growth factor"	"Evidence at protein level"
ENSG00000185737	NRG3	"Neuregulin 3"		"Growth factor"	"Evidence at protein level"
ENSG00000169752	NRG4	"Neuregulin 4"		"Growth factor"	"Evidence at protein level"
ENSG00000188038	NRN1L	"Neuritin 1 like"			"Evidence at protein level"
ENSG00000099250	NRP1	"Neuropilin 1"	"Angiogenesis, Differentiation, Neurogenesis"	"Developmental protein, Heparin-binding, Receptor"	"Evidence at protein level"
ENSG00000118257	NRP2	"Neuropilin 2"	"Differentiation, Host-virus interaction, Neurogenesis"	"Developmental protein, Heparin-binding, Receptor"	"Evidence at protein level"
ENSG00000171119	NRTN	Neurturin		"Growth factor"	"Evidence at protein level"
ENSG00000111696	NT5DC3	"5'-nucleotidase domain containing 3"		Hydrolase	"Evidence at protein level"
ENSG00000185652	NTF3	"Neurotrophin 3"		"Growth factor"	"Evidence at protein level"
ENSG00000225950	NTF4	"Neurotrophin 4"		"Growth factor"	"Evidence at protein level"
ENSG00000065320	NTN1	"Netrin 1"	Apoptosis		"Evidence at protein level"
ENSG00000162068	NTN3	"Netrin 3"			"Evidence at protein level"
ENSG00000074527	NTN4	"Netrin 4"			"Evidence at protein level"
ENSG00000142233	NTN5	"Netrin 5"	Neurogenesis	"Developmental protein"	"Evidence at transcript level"
ENSG00000133636	NTS	Neurotensin		Vasoactive	"Evidence at protein level"
ENSG00000104805	NUCB1	"Nucleobindin 1"		"DNA-binding, Guanine-nucleotide releasing factor"	"Evidence at protein level"
ENSG00000070081	NUCB2	"Nucleobindin 2"			"Evidence at protein level"
ENSG00000144815	NXPE3	"Neurexophilin and PC-esterase domain family member 3"			"Evidence at protein level"
ENSG00000137634	NXPE4	"Neurexophilin and PC-esterase domain family member 4"			"Evidence at protein level"
ENSG00000122584	NXPH1	"Neurexophilin 1"			"Evidence at protein level"
ENSG00000144227	NXPH2	"Neurexophilin 2"			"Evidence at transcript level"
ENSG00000182575	NXPH3	"Neurexophilin 3"			"Evidence at protein level"
ENSG00000182379	NXPH4	"Neurexophilin 4"			"Evidence at protein level"
ENSG00000184232	OAF	"Out at first homolog"			"Evidence at protein level"
ENSG00000122136	OBP2A	"Odorant binding protein 2A"	"Olfaction, Sensory transduction, Transport"		"Evidence at protein level"
ENSG00000171102	OBP2B	"Odorant binding protein 2B"	"Olfaction, Sensory transduction, Transport"		"Evidence at protein level"
ENSG00000253117	OC90	"Otoconin 90"			"Evidence at transcript level"
ENSG00000174792	ODAPH	"Odontogenesis associated phosphoprotein"			"Evidence at protein level"
ENSG00000106809	OGN	Osteoglycin		"Growth factor"	"Evidence at protein level"
ENSG00000138315	OIT3	"Oncoprotein induced transcript 3"			"Evidence at protein level"
ENSG00000130558	OLFM1	"Olfactomedin 1"		"Developmental protein"	"Evidence at protein level"
ENSG00000105088	OLFM2	"Olfactomedin 2"			"Evidence at protein level"
ENSG00000118733	OLFM3	"Olfactomedin 3"			"Evidence at protein level"
ENSG00000102837	OLFM4	"Olfactomedin 4"	"Cell adhesion"		"Evidence at protein level"
ENSG00000183801	OLFML1	"Olfactomedin like 1"			"Evidence at protein level"
ENSG00000185585	OLFML2A	"Olfactomedin like 2A"			"Evidence at protein level"
ENSG00000162745	OLFML2B	"Olfactomedin like 2B"			"Evidence at protein level"
ENSG00000116774	OLFML3	"Olfactomedin like 3"		"Developmental protein"	"Evidence at protein level"
ENSG00000127083	OMD	Osteomodulin	"Cell adhesion"		"Evidence at protein level"
ENSG00000149507	OOSP2	"Oocyte secreted protein 2"			"Evidence at protein level"
ENSG00000171199	OPRPN	"Opiorphin prepropeptide"		"Protease inhibitor"	"Evidence at protein level"
ENSG00000188770	OPTC	Opticin			"Evidence at protein level"
ENSG00000229314	ORM1	"Orosomucoid 1"	"Acute phase, Transport"		"Evidence at protein level"
ENSG00000228278	ORM2	"Orosomucoid 2"	"Acute phase, Transport"		"Evidence at protein level"
ENSG00000099985	OSM	"Oncostatin M"	"Growth regulation"	"Cytokine, Mitogen"	"Evidence at protein level"
ENSG00000188729	OSTN	Osteocrin	Differentiation	"Developmental protein, Hormone"	"Evidence at protein level"
ENSG00000155719	OTOA	Otoancorin	Hearing		"Evidence at protein level"
ENSG00000188162	OTOG	Otogelin			"Evidence at protein level"
ENSG00000182447	OTOL1	"Otolin 1"			"Evidence at transcript level"
ENSG00000125879	OTOR	Otoraplin			"Evidence at protein level"
ENSG00000178602	OTOS	Otospiralin			"Evidence at transcript level"
ENSG00000187950	OVCH1	"Ovochymase 1"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000183378	OVCH2	"Ovochymase 2 (gene/pseudogene)"			"Evidence at transcript level"
ENSG00000101405	OXT	"Oxytocin/neurophysin I prepropeptide"		Hormone	"Evidence at protein level"
ENSG00000185624	P4HB	"Prolyl 4-hydroxylase subunit beta"		"Chaperone, Isomerase"	"Evidence at protein level"
ENSG00000122133	PAEP	"Progestagen associated endometrial protein"			"Evidence at protein level"
ENSG00000145730	PAM	"Peptidylglycine alpha-amidating monooxygenase"		"Lyase, Monooxygenase, Multifunctional enzyme, Oxidoreductase"	"Evidence at protein level"
ENSG00000149090	PAMR1	"Peptidase domain containing associated with muscle regeneration 1"		"Serine protease homolog"	"Evidence at protein level"
ENSG00000100767	PAPLN	"Papilin, proteoglycan like sulfated glycoprotein"		"Protease inhibitor, Serine protease inhibitor"	"Evidence at protein level"
ENSG00000182752	PAPPA	"Pappalysin 1"		"Hydrolase, Metalloprotease, Protease"	"Evidence at protein level"
ENSG00000116183	PAPPA2	"Pappalysin 2"		"Hydrolase, Metalloprotease, Protease"	"Evidence at protein level"
ENSG00000171053	PATE1	"Prostate and testis expressed 1"			"Evidence at protein level"
ENSG00000196844	PATE2	"Prostate and testis expressed 2"			"Evidence at protein level"
ENSG00000236027	PATE3	"Prostate and testis expressed 3"			"Evidence at protein level"
ENSG00000237353	PATE4	"Prostate and testis expressed 4"			"Evidence at protein level"
ENSG00000113555	PCDH12	"Protocadherin 12"	"Cell adhesion"		"Evidence at protein level"
ENSG00000204970	PCDHA1	"Protocadherin alpha 1"	"Cell adhesion"		"Evidence at protein level"
ENSG00000250120	PCDHA10	"Protocadherin alpha 10"	"Cell adhesion"		"Evidence at protein level"
ENSG00000106333	PCOLCE	"Procollagen C-endopeptidase enhancer"			"Evidence at protein level"
ENSG00000163710	PCOLCE2	"Procollagen C-endopeptidase enhancer 2"		Heparin-binding	"Evidence at protein level"
ENSG00000175426	PCSK1	"Proprotein convertase subtilisin/kexin type 1"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000102109	PCSK1N	"Proprotein convertase subtilisin/kexin type 1 inhibitor"		Neuropeptide	"Evidence at protein level"
ENSG00000125851	PCSK2	"Proprotein convertase subtilisin/kexin type 2"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000099139	PCSK5	"Proprotein convertase subtilisin/kexin type 5"	Pregnancy	"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000140479	PCSK6	"Proprotein convertase subtilisin/kexin type 6"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000169174	PCSK9	"Proprotein convertase subtilisin/kexin type 9"	"Apoptosis, Cholesterol metabolism, Lipid metabolism, Steroid metabolism, Sterol metabolism"	"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000145882	PCYOX1L	"Prenylcysteine oxidase 1 like"		Oxidoreductase	"Evidence at protein level"
ENSG00000197646	PDCD1LG2	"Programmed cell death 1 ligand 2"	"Adaptive immunity, Immunity"	Receptor	"Evidence at protein level"
ENSG00000197461	PDGFA	"Platelet derived growth factor subunit A"		"Developmental protein, Growth factor, Mitogen"	"Evidence at protein level"
ENSG00000100311	PDGFB	"Platelet derived growth factor subunit B"		"Developmental protein, Growth factor, Mitogen"	"Evidence at protein level"
ENSG00000145431	PDGFC	"Platelet derived growth factor C"		"Developmental protein, Growth factor, Mitogen"	"Evidence at protein level"
ENSG00000170962	PDGFD	"Platelet derived growth factor D"		"Developmental protein, Growth factor, Mitogen"	"Evidence at protein level"
ENSG00000104213	PDGFRL	"Platelet derived growth factor receptor like"			"Evidence at protein level"
ENSG00000101327	PDYN	Prodynorphin		"Endorphin, Neuropeptide, Neurotransmitter, Opioid peptide"	"Evidence at protein level"
ENSG00000134020	PEBP4	"Phosphatidylethanolamine binding protein 4"			"Evidence at protein level"
ENSG00000181195	PENK	Proenkephalin		"Endorphin, Neuropeptide, Opioid peptide"	"Evidence at protein level"
ENSG00000163737	PF4	"Platelet factor 4"	Chemotaxis	"Cytokine, Heparin-binding"	"Evidence at protein level"
ENSG00000109272	PF4V1	"Platelet factor 4 variant 1"		"Cytokine, Heparin-binding"	"Evidence at protein level"
ENSG00000229859	PGA3	"Pepsinogen 3, group I (pepsinogen A)"	Digestion	"Aspartyl protease, Hydrolase, Protease"	"Evidence at protein level"
ENSG00000229183	PGA4	"Pepsinogen 4, group I (pepsinogen A)"	Digestion	"Aspartyl protease, Hydrolase, Protease"	"Evidence at protein level"
ENSG00000256713	PGA5	"Pepsinogen 5, group I (pepsinogen A)"	Digestion	"Aspartyl protease, Hydrolase, Protease"	"Evidence at protein level"
ENSG00000096088	PGC	Progastricsin	Digestion	"Aspartyl protease, Hydrolase, Protease"	"Evidence at protein level"
ENSG00000119630	PGF	"Placental growth factor"	"Angiogenesis, Differentiation"	"Developmental protein, Growth factor, Heparin-binding, Mitogen"	"Evidence at protein level"
ENSG00000008438	PGLYRP1	"Peptidoglycan recognition protein 1"	"Immunity, Innate immunity"	"Antibiotic, Antimicrobial"	"Evidence at protein level"
ENSG00000161031	PGLYRP2	"Peptidoglycan recognition protein 2"	Immunity	Hydrolase	"Evidence at protein level"
ENSG00000159527	PGLYRP3	"Peptidoglycan recognition protein 3"	"Immunity, Innate immunity"	"Antibiotic, Antimicrobial"	"Evidence at protein level"
ENSG00000163218	PGLYRP4	"Peptidoglycan recognition protein 4"	"Immunity, Innate immunity"	"Antibiotic, Antimicrobial"	"Evidence at protein level"
ENSG00000137558	PI15	"Peptidase inhibitor 15"		"Developmental protein, Protease inhibitor"	"Evidence at protein level"
ENSG00000164530	PI16	"Peptidase inhibitor 16"		"Protease inhibitor"	"Evidence at protein level"
ENSG00000124102	PI3	"Peptidase inhibitor 3"		"Protease inhibitor, Serine protease inhibitor"	"Evidence at protein level"
ENSG00000083535	PIBF1	"Progesterone immunomodulatory binding factor 1"	Immunity		"Evidence at protein level"
ENSG00000085514	PILRA	"Paired immunoglobin like type 2 receptor alpha"	"Host-virus interaction"	Receptor	"Evidence at protein level"
ENSG00000234465	PINLYP	"Phospholipase A2 inhibitor and LY6/PLAUR domain containing"			"Evidence at protein level"
ENSG00000159763	PIP	"Prolactin induced protein"		Actin-binding	"Evidence at protein level"
ENSG00000162878	PKDCC	"Protein kinase domain containing, cytoplasmic"	"Differentiation, Osteogenesis, Protein transport, Transport"	"Developmental protein, Kinase, Transferase, Tyrosine-protein kinase"	"Evidence at protein level"
ENSG00000144837	PLA1A	"Phospholipase A1 member A"	"Lipid degradation, Lipid metabolism"	Hydrolase	"Evidence at protein level"
ENSG00000069764	PLA2G10	"Phospholipase A2 group X"	"Lipid metabolism, Phospholipid metabolism"	Hydrolase	"Evidence at protein level"
